"TRAIT","GO","NAME","FUNCTION","QTL","locusName","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG158700","AT3G18140","","Transducin/WD40 repeat-like superfamily protein","LOC_Os03g47780","WD repeat-containing protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG160100","AT5G07610","","F-box family protein","LOC_Os07g35060","OsFBX238 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG168100","AT4G34460","AGB1,ATAGB1,ELK4","GTP binding protein beta 1","LOC_Os03g46650","WD domain, G-beta repeat domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG174300","AT3G48880","","RNI-like superfamily protein","LOC_Os03g43770","OsFBX97 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG180700","AT3G03680","","C2 calcium/lipid-binding plant phosphoribosyltransferase family protein","LOC_Os03g44890","anthranilate phosphoribosyltransferase, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG183600","AT3G22190","IQD5","IQ-domain 5","LOC_Os03g44610","IQ calmodulin-binding motif domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG184400","AT2G27210","BSL3","BRI1 suppressor 1 (BSU1)-like 3","LOC_Os12g42310","serine/threonine-protein phosphatase BSL2, putative, expressed","OsPPKL3 "
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG185900","AT2G42800","AtRLP29,RLP29","receptor like protein 29","LOC_Os01g52880","leucine-rich repeat family protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG186100","AT1G78380","ATGSTU19,GST8,GSTU19","glutathione S-transferase TAU 19","LOC_Os03g44170","glutathione S-transferase, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG187700","AT1G30440","","Phototropic-responsive NPH3 family protein","LOC_Os03g43990","BTBN8 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed","GRP162 "
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG187900","AT4G05410","YAO","Transducin/WD40 repeat-like superfamily protein","LOC_Os03g42770","expressed protein",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG188900","AT5G58230","ATMSI1,MEE70,MSI1","Transducin/WD40 repeat-like superfamily protein","LOC_Os03g43890","WD domain, G-beta repeat domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG190600","AT3G22800","","Leucine-rich repeat (LRR) family protein","LOC_Os03g43650","uncharacterized protein At4g06744 precursor, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG194000","AT3G54650","FBL17","RNI-like superfamily protein","LOC_Os03g43390","F-box/LRR domain containing protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG195846","AT3G18950","","Transducin/WD40 repeat-like superfamily protein","LOC_Os03g42710","WD-40 repeat family protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG208100","AT5G25910","AtRLP52,RLP52","receptor like protein 52","LOC_Os10g33130","leucine-rich repeat receptor protein kinase EXS precursor, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG209300","AT2G14820","NPY2","Phototropic-responsive NPH3 family protein","LOC_Os03g41350","BTBN7 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 domain, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG210600","AT5G67320","HOS15","WD-40 repeat family protein","LOC_Os07g22220","F-box-like/WD repeat-containing protein TBL1XR1-A, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG226500","AT2G32480","ARASP","ARABIDOPSIS SERIN PROTEASE","LOC_Os03g38230","peptidase M50 family protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG231400","AT5G44220","","F-box family protein","LOC_Os03g46140","OsFBX101 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG239100","AT2G17030","","F-box family protein with a domain of unknown function (DUF295)","LOC_Os10g37570","OsFBDUF49 - F-box and DUF domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG241100","AT4G34660","","SH3 domain-containing protein","LOC_Os10g36870","src homology-3 domain protein 3, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG242000","AT2G16485","","nucleic acid binding;zinc ion binding;DNA binding","LOC_Os10g36810","plus-3 domain containing protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG451473","AT4G14750","IQD19","IQ-domain 19","LOC_Os03g43580","IQ calmodulin-binding motif family protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG683846","AT3G16210","","F-box family protein","LOC_Os04g02280","OsFBX114 - F-box domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","2K@77.89","Pavir.2KG494300","AT1G61105","","Toll-Interleukin-Resistance (TIR) domain family protein","LOC_Os07g37950","expressed protein",NA
"LEN","GO:0005515","protein binding","molecular_function","2K@77.89","Pavir.2KG494400","AT1G61105","","Toll-Interleukin-Resistance (TIR) domain family protein","LOC_Os07g37950","expressed protein",NA
"LEN","GO:0005515","protein binding","molecular_function","3N@62.06","Pavir.3NG140750","AT3G18773","","RING/U-box superfamily protein","LOC_Os05g36310","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","3N@62.06","Pavir.3NG140943","AT5G02750","","RING/U-box superfamily protein","LOC_Os05g33830","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","4K@26.26","Pavir.4KG115700","AT3G08505","","zinc finger (CCCH-type/C3HC4-type RING finger) family protein","LOC_Os06g21390","Zinc finger C-x8-C-x5-C-x3-H type domain containing protein, expressed","MKRN "
"LEN","GO:0005515","protein binding","molecular_function","4K@26.26","Pavir.4KG135310","AT3G16090","","RING/U-box superfamily protein","LOC_Os06g19680","zinc finger, C3HC4 type domain containing protein, expressed","OsHrd1 "
"LEN","GO:0005515","protein binding","molecular_function","4K@26.26","Pavir.4KG164600","AT1G65040","","RING/U-box superfamily protein","LOC_Os06g19680","zinc finger, C3HC4 type domain containing protein, expressed","OsHrd1 "
"LEN","GO:0005515","protein binding","molecular_function","4K@26.26","Pavir.4KG169000","AT5G17600","","RING/U-box superfamily protein","LOC_Os06g16060","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","4K@26.26","Pavir.4KG198300","AT5G40250","","RING/U-box superfamily protein","LOC_Os06g12680","RING-H2 finger protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","4K@26.26","Pavir.4KG202100","AT1G74410","","RING/U-box superfamily protein","LOC_Os06g12560","zinc finger, C3HC4 type, domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","4K@26.26","Pavir.4KG213600","AT4G40070","","RING/U-box superfamily protein","LOC_Os06g11450","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG469600","AT4G10930","","","LOC_Os12g10700","expressed protein",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG471600","AT5G25560","","CHY-type/CTCHY-type/RING-type Zinc finger protein","LOC_Os01g52110","RING finger and CHY zinc finger domain-containing protein 1, putative, expressed","OsRZFP34 "
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG532200","AT3G61550","","RING/U-box superfamily protein","LOC_Os01g53500","RING-H2 finger protein ATL2M, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG545100","AT2G42360","","RING/U-box superfamily protein","LOC_Os01g55110","RING-H2 finger protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG579200","AT4G26090","RPS2","NB-ARC domain-containing disease resistance protein","LOC_Os01g57870","disease resistance protein RPS2, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG585400","AT2G40830","RHC1A","RING-H2 finger C1A","LOC_Os01g58780","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG599400","AT4G32600","","RING/U-box superfamily protein","LOC_Os05g29710","RING-H2 finger protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG603500","AT3G10910","","RING/U-box superfamily protein","LOC_Os01g60730","RING-H2 finger protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG604500","AT3G11110","","RING/U-box superfamily protein","LOC_Os01g61470","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG624200","AT5G08139","","RING/U-box superfamily protein","LOC_Os01g62640","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG648507","AT2G29840","","RING/U-box superfamily protein","LOC_Os12g05270","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG649000","AT1G49220","","RING/U-box superfamily protein","LOC_Os01g64620","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG697500","AT5G16270","ATRAD21.3,SYN4","sister chromatid cohesion 1 protein 4","LOC_Os01g67250","Rad21 / Rec8 like protein, putative, expressed","OsRAD21-1 "
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG190800","AT5G56340","ATCRT1","RING/U-box superfamily protein","LOC_Os01g16950","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG219781","AT2G42360","","RING/U-box superfamily protein","LOC_Os01g20910","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG219800","AT3G05200","ATL6","RING/U-box superfamily protein","LOC_Os05g29676","RING-H2 finger protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG227400","AT3G05545","","RING/U-box superfamily protein","LOC_Os01g24880","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG238700","AT1G77250","","RING/FYVE/PHD-type zinc finger family protein","LOC_Os01g36670","expressed protein",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG249900","AT3G47990","SIS3","SUGAR-INSENSITIVE 3","LOC_Os05g05280","zinc finger family protein, putative, expressed","PTB1 "
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG277900","AT3G05200","ATL6","RING/U-box superfamily protein","LOC_Os08g37760","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG289900","AT3G02340","","RING/U-box superfamily protein","LOC_Os08g38060","RING finger protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG318200","AT3G43920","ATDCL3,DCL3","dicer-like 3","LOC_Os01g68120","DCL3, putative, expressed","OsDCL3a "
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG334001","AT5G13300","AGD3,SFC,VAN3","ARF GTPase-activating protein","LOC_Os08g42530","SFC, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG336100","AT3G05545","","RING/U-box superfamily protein","LOC_Os08g42640","zinc finger, C3HC4 type domain containing protein, expressed","OsRFPH2-10 "
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG353200","AT3G19910","","RING/U-box superfamily protein","LOC_Os08g43480","zinc finger, C3HC4 type family protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG183000","AT1G35330","","RING/U-box superfamily protein","LOC_Os03g44642","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG183073","AT1G35330","","RING/U-box superfamily protein","LOC_Os03g44642","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG183200","AT2G25410","","RING/U-box superfamily protein","LOC_Os03g44642","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG183300","AT2G35910","","RING/U-box superfamily protein","LOC_Os03g44642","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG191757","AT2G16090","ARI2,ATARI2","RING/U-box superfamily protein","LOC_Os03g42760","zinc finger protein-related, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG214700","AT5G15790","","RING/U-box superfamily protein","LOC_Os03g40170","zinc finger, C3HC4 type domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","4K@26.26","Pavir.4KG134100","AT5G48250","","B-box type zinc finger protein with CCT domain","LOC_Os06g19444","CCT/B-box zinc finger protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","4K@26.26","Pavir.4KG163000","AT3G02380","ATCOL2,COL2","CONSTANS-like 2","LOC_Os06g16370","CCT/B-box zinc finger protein, putative, expressed","Hd1 "
"LEN","GO:0005515","protein binding","molecular_function","4K@26.26","Pavir.4KG195800","AT5G62560","","RING/U-box superfamily protein with ARM repeat domain","LOC_Os06g13080","spotted leaf 11, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG484000","AT3G47570","","Leucine-rich repeat protein kinase family protein","LOC_Os11g47030","receptor protein kinase, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG677500","AT5G67340","","ARM repeat superfamily protein","LOC_Os01g66130","armadillo/beta-catenin repeat family protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG144400","AT5G62810","ATPEX14,PED2,PEX14","peroxin 14","LOC_Os01g01720","pex14, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG280100","AT5G42340","PUB15","Plant U-Box 15","LOC_Os08g37570","spotted leaf 11, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG134200","AT1G68520","","B-box type zinc finger protein with CCT domain","LOC_Os03g50310","CCT/B-box zinc finger protein, putative, expressed","OsCOL10 "
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG223173","AT3G03300","ATDCL2,DCL2","dicer-like 2","LOC_Os03g38740","Dicer, putative, expressed","OsDCL2a "
"LEN","GO:0005515","protein binding","molecular_function","3N@62.06","Pavir.3NG140858","AT5G48600","ATCAP-C,ATSMC3,ATSMC4,SMC3","structural maintenance of chromosome 3","LOC_Os05g41750","RecF/RecN/SMC N terminal domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG472500","AT4G39400","ATBRI1,BIN1,BRI1,CBB2,DWF2","Leucine-rich receptor-like protein kinase family protein","LOC_Os01g52050","systemin receptor SR160 precursor, putative, expressed","D61|OsBRI1 "
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG732700","AT5G62410","ATCAP-E1,ATSMC4,SMC2,TTN3","structural maintenance of chromosomes 2","LOC_Os01g67740","chromosome segregation protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG376500","AT5G20490","ATXIK,XI-17,XIK","Myosin family protein with Dil domain","LOC_Os03g48140","myosin, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","6N@54.19","Pavir.6NG269400","AT5G56040","","Leucine-rich receptor-like protein kinase family protein","LOC_Os08g38560","receptor-like protein kinase 2 precursor, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG211200","AT3G50590","","Transducin/WD40 repeat-like superfamily protein","LOC_Os09g24260","WD domain, G-beta repeat domain containing protein, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","2K@77.89","Pavir.2KG529300","AT2G26350","ATPEX10,PEX10","peroxin 10","LOC_Os07g41800","peroxisome assembly protein, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG565900","AT3G03750","SDG20,SUVR3","SET domain protein 20","LOC_Os01g56540","histone-lysine N-methyltransferase SUVR3, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5K@76.02","Pavir.5KG591600","AT5G04940","SUVH1","SU(VAR)3-9 homolog 1","LOC_Os01g59620","histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH1, putative, expressed",NA
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG164100","AT3G06720","AIMP ALPHA,AT-IMP,ATKAP ALPHA,IMPA-1,IMPA1","importin alpha isoform 1","LOC_Os01g14950","importin subunit alpha, putative, expressed","alpha1a "
"LEN","GO:0005515","protein binding","molecular_function","5N@36.27","Pavir.5NG358400","AT1G09270","IMPA-4","importin alpha isoform 4","LOC_Os05g06350","importin subunit alpha, putative, expressed","alpha1b "
"LEN","GO:0005515","protein binding","molecular_function","9N@38.02","Pavir.9NG157100","AT3G21175","GATA24,TIFY2B,ZML1","ZIM-like 1","LOC_Os03g47970","GATA transcription factor 25, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","2K@77.89","Pavir.2KG492205","","","","LOC_Os07g42400","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","2K@77.89","Pavir.2KG494200","AT1G61110","anac025,NAC025","NAC domain containing protein 25","LOC_Os07g37920","no apical meristem protein, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","2K@77.89","Pavir.2KG505200","AT4G25470","ATCBF2,CBF2,DREB1C,FTQ4","C-repeat/DRE binding factor 2","LOC_Os07g38750","AP2 domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","2K@77.89","Pavir.2KG510900","AT5G55580","","Mitochondrial transcription termination factor family protein","LOC_Os07g39430","mTERF family protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","2K@77.89","Pavir.2KG529900","AT1G72830","ATHAP2C,HAP2C,NF-YA3","nuclear factor Y, subunit A3","LOC_Os07g41720","nuclear transcription factor Y subunit, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","2K@77.89","Pavir.2KG556300","AT3G59470","","Far-red impaired responsive (FAR1) family protein","LOC_Os10g42160","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG076913","AT4G02990","","Mitochondrial transcription termination factor family protein","LOC_Os05g33500","mTERF domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG076916","AT5G07900","","Mitochondrial transcription termination factor family protein","LOC_Os05g33440","mTERF domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG112500","AT2G41710","","Integrase-type DNA-binding superfamily protein","LOC_Os05g32270","AP2 domain containing protein, expressed","SMOS1|SHB "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG140734","AT5G22380","anac090,NAC090","NAC domain containing protein 90","LOC_Os05g37080","No apical meristem protein, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG140745","AT3G52440","","Dof-type zinc finger DNA-binding family protein","LOC_Os05g36900","dof zinc finger domain containing protein, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG140767","AT5G61890","","Integrase-type DNA-binding superfamily protein","LOC_Os05g36100","AP2 domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG140831","AT5G04410","anac078,NAC2","NAC domain containing protein 2","LOC_Os05g35170","no apical meristem protein, putative, expressed","IDEF2 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG140846","AT5G20240","PI","K-box region and MADS-box transcription factor family protein ","LOC_Os05g34940","OsMADS4 - MADS-box family gene with MIKCc type-box, expressed","OsMADS4 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG140848","AT1G01720","ANAC002,ATAF1","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","LOC_Os05g34830","No apical meristem protein, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG140854","AT1G71520","","Integrase-type DNA-binding superfamily protein","LOC_Os01g66270","AP2 domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG140869","AT2G02450","anac034,ANAC035,LOV1,NAC035","NAC domain containing protein 35","LOC_Os05g34600","no apical meristem protein, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG140907","AT5G07900","","Mitochondrial transcription termination factor family protein","LOC_Os05g34160","mTERF domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","3N@62.06","Pavir.3NG141405","AT5G07900","","Mitochondrial transcription termination factor family protein","LOC_Os05g33460","mTERF domain containing protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG082400","AT3G57230","AGL16","AGAMOUS-like 16","LOC_Os02g36924","OsMADS27 - MADS-box family gene with MIKCc type-box, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG106600","AT4G12850","","Far-red impaired responsive (FAR1) family protein","LOC_Os10g42160","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG110605","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os05g30310","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG119810","AT5G18960","FRS12","FAR1-related sequence 12","LOC_Os04g25100","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG127105","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os03g41800","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG127600","AT5G65590","","Dof-type zinc finger DNA-binding family protein","LOC_Os02g49440","dof zinc finger domain containing protein, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG138900","AT1G25580","ANAC008,SOG1","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","LOC_Os02g38130","no apical meristem protein, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG148100","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os06g25660","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG162000","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os09g11870","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG163815","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os01g71850","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG172000","AT5G64950","","Mitochondrial transcription termination factor family protein","LOC_Os11g14130","mTERF family protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG180724","AT1G21150","","Mitochondrial transcription termination factor family protein","LOC_Os06g12100","mTERF family protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG181900","AT4G29080","IAA27,PAP2","phytochrome-associated protein 2","LOC_Os06g22870","OsIAA21 - Auxin-responsive Aux/IAA gene family member, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG182627","AT5G07900","","Mitochondrial transcription termination factor family protein","LOC_Os06g12100","mTERF family protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG207900","AT1G30330","ARF6","auxin response factor 6","LOC_Os12g41950","auxin response factor, putative, expressed","OsARF25 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG212700","AT2G22540","AGL22,SVP","K-box region and MADS-box transcription factor family protein ","LOC_Os02g52340","OsMADS22 - MADS-box family gene with MIKCc type-box, expressed","OsMADS22 "
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG215500","AT5G64950","","Mitochondrial transcription termination factor family protein","LOC_Os11g14130","mTERF family protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG215800","AT1G78080","RAP2.4","related to AP2 4","LOC_Os06g11860","ethylene-responsive transcription factor, putative, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG216300","AT5G07900","","Mitochondrial transcription termination factor family protein","LOC_Os11g14130","mTERF family protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG216500","AT5G07900","","Mitochondrial transcription termination factor family protein","LOC_Os11g14130","mTERF family protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG216600","AT5G07900","","Mitochondrial transcription termination factor family protein","LOC_Os11g14130","mTERF family protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG217100","AT5G07900","","Mitochondrial transcription termination factor family protein","LOC_Os11g14130","mTERF family protein, expressed",NA
"LEN","GO:0006355","regulation of transcription, DNA-templated","biological_process","4K@26.26","Pavir.4KG218503","AT5G10230","ANN7,ANNAT7","annexin 7","LOC_Os06g11800","annexin, putative, expressed",NA
