"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","source","type","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56766031,56766819,"Pavir.2KG442700","GO:0006412,GO:0005840,GO:0003735","AT1G07770","RPS15A","ribosomal protein S15A","LOC_Os02g27760","40S ribosomal protein S15a, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56767274,56768490,"Pavir.2KG442705","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56772398,56775071,"Pavir.2KG442800","GO:0071949","AT2G35660","CTF2A","FAD/NAD(P)-binding oxidoreductase family protein","LOC_Os07g30960","monooxygenase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56777671,56781829,"Pavir.2KG442900","GO:0006241,GO:0006228,GO:0006183,GO:0006165,GO:0004550","AT4G09320","NDPK1","Nucleoside diphosphate kinase family protein","LOC_Os07g30970","nucleoside diphosphate kinase, putative, expressed","OsNDPK1 "
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56827402,56830226,"Pavir.2KG443100","GO:0005515","AT3G17380","","TRAF-like family protein","LOC_Os10g33830","MATH domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56830306,56833699,"Pavir.2KG443200","GO:0005515","AT3G17980","","Calcium-dependent lipid-binding (CaLB domain) family protein","LOC_Os07g31720","GTPase activating protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56841772,56843158,"Pavir.2KG443400","","AT4G20190","","","LOC_Os07g31660","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56849068,56854767,"Pavir.2KG443500","","AT5G45530","","Protein of unknown function (DUF594)","LOC_Os05g46690","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56855842,56858961,"Pavir.2KG443505","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56862185,56867957,"Pavir.2KG443600","","AT2G27950","","Ring/U-Box superfamily protein","LOC_Os07g31650","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56888262,56890035,"Pavir.2KG443900","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT1G30870","","Peroxidase superfamily protein","LOC_Os07g31610","peroxidase precursor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56890434,56894664,"Pavir.2KG444000","","AT2G14530","TBL13","TRICHOME BIREFRINGENCE-LIKE 13","LOC_Os07g31550","powdery mildew resistant protein 5, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56911180,56911681,"Pavir.2KG444005","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56921145,56925742,"Pavir.2KG444400","GO:0006468,GO:0005524,GO:0004672,GO:0005515","AT4G20140","GSO1","Leucine-rich repeat transmembrane protein kinase","LOC_Os07g31500","leucine-rich repeat receptor protein kinase EXS precursor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56927967,56928717,"Pavir.2KG444500","","AT4G20150","","","LOC_Os07g31490","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56936156,56937806,"Pavir.2KG444600","","AT3G12720","ATMYB67,ATY53,MYB67","myb domain protein 67","LOC_Os07g31470","MYB family transcription factor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56941335,56949657,"Pavir.2KG444700","","AT5G49570","AtPNG1,PNG1","peptide-N-glycanase 1","LOC_Os07g31460","peptide-Nasparagine amidase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56953498,56971314,"Pavir.2KG445000","GO:0016787,GO:0005524,GO:0003677,GO:0005515","AT5G44800","CHR4,PKR1","chromatin remodeling 4","LOC_Os07g31450","CHR4/MI-2-LIKE, putative, expressed","CHR729|OsCHD3|CRL6 "
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56972579,56976146,"Pavir.2KG445100","","AT3G12940","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","LOC_Os07g31440","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56993014,56994476,"Pavir.2KG445105","GO:0006412,GO:0005840,GO:0003735","AT2G36170","","Ubiquitin supergroup;Ribosomal protein L40e","LOC_Os07g30640","ubiquitin fusion protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",56995147,56998183,"Pavir.2KG445300","GO:0006412,GO:0005840,GO:0003735","AT2G36170","","Ubiquitin supergroup;Ribosomal protein L40e","LOC_Os09g27930","ubiquitin fusion protein, putative, expressed","UbL401 "
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57004352,57005644,"Pavir.2KG445500","","AT2G17230","EXL5","EXORDIUM like 5","LOC_Os07g31430","phosphate-induced protein 1 conserved region domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57007972,57010968,"Pavir.2KG445600","GO:0008270,GO:0006355","AT1G52520","FRS6","FAR1-related sequence 6","LOC_Os07g31420","transposon protein, putative, unclassified, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57021576,57024268,"Pavir.2KG445700","","AT4G17616","","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os07g31310","PPR repeat domain containing protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57026791,57032659,"Pavir.2KG445800","GO:0008270,GO:0006355","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os07g31400","transposon protein, putative, unclassified, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57030846,57032333,"Pavir.2KG445900","","AT4G17030","AT-EXPR,ATEXLB1,ATEXPR1,ATHEXP BETA 3.1,EXLB1,EXPR","expansin-like B1","LOC_Os07g31390","beta-expansin precursor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57034156,57042067,"Pavir.2KG446000","GO:0055114,GO:0004471,GO:0051287","AT2G13560","NAD-ME1","NAD-dependent malic enzyme 1","LOC_Os07g31380","NAD-dependent malic enzyme, mitochondrial precursor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57044229,57048358,"Pavir.2KG446100","GO:0005525","AT2G44610","ATRAB6A,ATRABH1B,RAB6,RAB6A","Ras-related small GTP-binding family protein","LOC_Os07g31370","ras-related protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57090619,57094518,"Pavir.2KG446600","GO:0019887,GO:0005956","AT2G44680","CKB4","casein kinase II  beta subunit 4","LOC_Os07g31280","casein kinase II subunit beta-4, putative, expressed","CK2beta3 "
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57103392,57105472,"Pavir.2KG446800","","AT2G15980","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os12g21930","PPR repeat containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57105629,57113159,"Pavir.2KG446900","","AT3G19420","ATPEN2,PEN2","PTEN 2","LOC_Os12g21890","PTEN, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57231802,57233394,"Pavir.2KG447300","GO:0016747,GO:0008610,GO:0006633,GO:0004315","AT5G13930","ATCHS,CHS,TT4","Chalcone and stilbene synthase family protein","LOC_Os07g17010","chalcone synthase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57236538,57237702,"Pavir.2KG447400","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57249994,57251393,"Pavir.2KG447600","","AT1G47480","","alpha/beta-Hydrolases superfamily protein","LOC_Os07g31790","CXE carboxylesterase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57251636,57253218,"Pavir.2KG447700","GO:0005515","AT1G48590","","Calcium-dependent lipid-binding (CaLB domain) family protein","LOC_Os07g31830","GTPase activating protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57253276,57259109,"Pavir.2KG447800","GO:0005515","AT1G28340","AtRLP4,RLP4","receptor like protein 4","LOC_Os07g31840","leucine-rich repeat family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",57260993,57268881,"Pavir.2KG447900","GO:0008270,GO:0005515","AT2G20650","","RING/U-box superfamily protein","LOC_Os07g31850","zinc finger, C3HC4 type domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58390582,58393504,"Pavir.2KG448100","","","","","LOC_Os12g32310","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58398736,58399233,"Pavir.2KG448105","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58399512,58401370,"Pavir.2KG448200","GO:0005524","AT2G18193","","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os07g33390","BCS1 protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58408365,58409906,"Pavir.2KG448300","GO:0005524","AT3G50930","BCS1","cytochrome BC1 synthesis","LOC_Os03g38800","AAA family ATPase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58412416,58414243,"Pavir.2KG448400","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT5G36110","CYP716A1","cytochrome P450, family 716, subfamily A, polypeptide 1","LOC_Os07g33440","cytochrome P450, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58430583,58432772,"Pavir.2KG448500","GO:0016020","AT3G20510","","Transmembrane proteins 14C","LOC_Os03g38790","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58433833,58435867,"Pavir.2KG448600","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT5G36110","CYP716A1","cytochrome P450, family 716, subfamily A, polypeptide 1","LOC_Os07g33440","cytochrome P450, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58439100,58441247,"Pavir.2KG448900","","AT5G05690","CBB3,CPD,CYP90,CYP90A,CYP90A1,DWF3","Cytochrome P450 superfamily protein","LOC_Os07g33620","cytochrome P450 domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58440723,58447477,"Pavir.2KG449000","","AT4G27060","CN,SPR2,TOR1","ARM repeat superfamily protein","LOC_Os07g33630","HEAT repeat family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58453867,58456419,"Pavir.2KG449005","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58473319,58473801,"Pavir.2KG449400","","AT5G54850","","","LOC_Os07g33650","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58486495,58487134,"Pavir.2KG449500","","AT1G50900","","Ankyrin repeat family protein","LOC_Os07g33660","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58487648,58495255,"Pavir.2KG449600","GO:0005515,GO:0006629","AT1G61850","","phospholipases;galactolipases","LOC_Os07g33670","patatin-like phospholipase family protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58512144,58516418,"Pavir.2KG449800","GO:0043531","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os07g33730","NB-ARC domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58515345,58516671,"Pavir.2KG449805","GO:0043531","AT3G50950","ZAR1","HOPZ-ACTIVATED RESISTANCE 1","LOC_Os07g33730","NB-ARC domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58535902,58536803,"Pavir.2KG449810","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58548605,58558509,"Pavir.2KG449815","GO:0016887,GO:0005524,GO:0016020","AT1G66950","ATPDR11,PDR11","pleiotropic drug resistance 11","LOC_Os11g37700","pleiotropic drug resistance protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58571606,58577026,"Pavir.2KG450200","GO:0016020,GO:0004970","AT1G05200","ATGLR3.4,GLR3.4,GLUR3","glutamate receptor 3.4","LOC_Os07g01310","glutamate receptor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58583847,58587122,"Pavir.2KG450300","GO:0007264,GO:0005525","AT5G54840","ATSGP1,SGP1","Ras-related small GTP-binding family protein","LOC_Os07g33850","ras-related protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58595576,58597998,"Pavir.2KG450400","","AT1G61800","ATGPT2,GPT2","glucose-6-phosphate/phosphate translocator 2","LOC_Os07g34006","transporter family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58610062,58611227,"Pavir.2KG450600","","AT3G21710","","","LOC_Os07g34020","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58620684,58621631,"Pavir.2KG450605","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58622475,58629645,"Pavir.2KG450800","GO:0045454","AT3G20560","ATPDI12,ATPDIL5-3,PDI12,PDIL5-3","PDI-like 5-3","LOC_Os07g34030","OsPDIL5-4 protein disulfide isomerase PDIL5-4, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58630686,58631252,"Pavir.2KG451200","","AT4G23930","","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family","LOC_Os07g34050","harpin-induced protein 1 domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58632914,58633842,"Pavir.2KG451300","","AT3G54200","","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family","LOC_Os07g34040","harpin-induced protein 1 domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58637861,58640245,"Pavir.2KG451400","GO:0016021,GO:0016020,GO:0022857","AT5G64700","","nodulin MtN21 /EamA-like transporter family protein","LOC_Os07g34070","auxin-induced protein 5NG4, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58662592,58664062,"Pavir.2KG451405","","AT1G43760","","DNAse I-like superfamily protein","LOC_Os11g16250","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58665537,58668072,"Pavir.2KG451600","GO:0016021,GO:0016020,GO:0022857","AT5G64700","","nodulin MtN21 /EamA-like transporter family protein","LOC_Os07g34110","integral membrane protein DUF6 containing protein, expressed","OsCLIP "
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58674101,58674439,"Pavir.2KG451700","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58674240,58679681,"Pavir.2KG451705","","AT4G27100","","Ypt/Rab-GAP domain of gyp1p superfamily protein","LOC_Os07g34130","TBC domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58681134,58683761,"Pavir.2KG451710","GO:0031225,GO:0016049,GO:0010215","AT3G20580","COBL10","COBRA-like protein 10 precursor","LOC_Os06g47110","COBRA-like protein precursor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58685919,58689928,"Pavir.2KG451800","","AT1G03670","","ankyrin repeat family protein","LOC_Os07g34390","ankyrin repeat family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58690241,58697938,"Pavir.2KG451805","","AT5G24220","","Lipase class 3-related protein","LOC_Os07g34440","lipase class 3 family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58723957,58725703,"Pavir.2KG452000","","AT2G05260","","alpha/beta-Hydrolases superfamily protein","LOC_Os07g34440","lipase class 3 family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58729346,58732701,"Pavir.2KG452005","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58739853,58741896,"Pavir.2KG452010","","AT2G05260","","alpha/beta-Hydrolases superfamily protein","LOC_Os07g34400","lipase class 3 family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58742550,58757852,"Pavir.2KG452200","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58759626,58761350,"Pavir.2KG452400","GO:0006629","AT2G05260","","alpha/beta-Hydrolases superfamily protein","LOC_Os07g34440","lipase class 3 family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58762533,58764132,"Pavir.2KG452500","","AT4G10955","","alpha/beta-Hydrolases superfamily protein","LOC_Os07g34440","lipase class 3 family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58765597,58769198,"Pavir.2KG452600","GO:0005515,GO:0016020","AT3G03800","ATSYP131,SYP131","syntaxin of plants 131","LOC_Os07g07000","syntaxin, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58768477,58779034,"Pavir.2KG452700","","","","","LOC_Os08g38620","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58774339,58774878,"Pavir.2KG452800","","","","","ChrUn","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58791023,58791502,"Pavir.2KG452805","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58801994,58803173,"Pavir.2KG452810","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58804060,58806296,"Pavir.2KG453500","GO:0019752,GO:0004451","AT3G21720","ICL","isocitrate lyase","LOC_Os07g34520","isocitrate lyase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58810315,58812477,"Pavir.2KG453600","GO:0048046,GO:0016762,GO:0006073,GO:0005618,GO:0005975,GO:0004553","AT1G11545","XTH8","xyloglucan endotransglucosylase/hydrolase 8","LOC_Os07g34580","glycosyl hydrolases family 16, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58814091,58815118,"Pavir.2KG453700","GO:0006413,GO:0003743","AT1G54290","","Translation initiation factor SUI1 family protein","LOC_Os07g34589","translation initiation factor SUI1, putative, expressed","eIF-1 "
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58817779,58830190,"Pavir.2KG453800","GO:0008081,GO:0006281,GO:0005634","AT5G15170","TDP1","tyrosyl-DNA phosphodiesterase-related","LOC_Os07g34598","tyrosyl-DNA phosphodiesterase 1, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58830303,58832269,"Pavir.2KG453900","","AT2G20830","","transferases;folic acid binding","LOC_Os07g34610","oral cancer overexpressed protein 1, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58832551,58833420,"Pavir.2KG453905","","","","","LOC_Os09g27430","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58833081,58839419,"Pavir.2KG454000","","","","","LOC_Os04g01940","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58883735,58887693,"Pavir.2KG454100","GO:0016772,GO:0005524","AT4G21210","ATRP1,RP1","PPDK regulatory protein","LOC_Os07g34640","pyruvate Pi dikinase regulatory protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58887254,58892483,"Pavir.2KG454105","","AT4G21215","","","LOC_Os07g34650","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58897579,58900753,"Pavir.2KG454400","","AT4G03500","","Ankyrin repeat family protein","LOC_Os07g34830","ankyrin repeat family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58916513,58921015,"Pavir.2KG454600","","AT3G01160","","","LOC_Os07g34740","NUC153 domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58922047,58925559,"Pavir.2KG454605","","AT4G03500","","Ankyrin repeat family protein","LOC_Os07g34830","ankyrin repeat family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58932433,58933716,"Pavir.2KG454610","","AT4G03500","","Ankyrin repeat family protein","LOC_Os07g34830","ankyrin repeat family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58955683,58957014,"Pavir.2KG454615","GO:0006508,GO:0004190","AT2G03200","","Eukaryotic aspartyl protease family protein","LOC_Os07g34920","aspartic proteinase nepenthesin precursor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",60312654,60314342,"Pavir.2KG458800","GO:0016758,GO:0008152","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os01g64910","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58841357,58844143,"Pavir.2KG459100","","AT5G45480","","Protein of unknown function (DUF594)","LOC_Os12g21940","expressed protein",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58853362,58854508,"Pavir.2KG459105","","AT5G48540","","receptor-like protein kinase-related family protein","LOC_Os03g16950","cysteine-rich repeat secretory protein 55 precursor, putative, expressed","OsDUF26 "
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58876433,58877195,"Pavir.2KG459110","","AT1G07645","ATDSI-1VOC,DSI-1VOC","dessication-induced 1VOC superfamily protein","LOC_Os03g16940","glyoxalase family protein, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58879925,58880365,"Pavir.2KG459115","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",59907163,59908012,"Pavir.2KG460200","GO:0006511","AT1G20140","ASK4,SK4","SKP1-like 4","LOC_Os08g28820","Skp1 family, dimerisation domain containing protein, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",63422801,63429855,"Pavir.2KG460500","","AT1G74160","","","LOC_Os07g41200","expressed protein","GW7|GL7|SLG7 "
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58958516,58960522,"Pavir.2KG461000","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58976938,58978470,"Pavir.2KG461100","GO:0006508,GO:0004190","AT2G03200","","Eukaryotic aspartyl protease family protein","LOC_Os07g34940","aspartic proteinase nepenthesin-1 precursor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58979655,58981302,"Pavir.2KG461105","GO:0006508,GO:0004190","AT2G03200","","Eukaryotic aspartyl protease family protein","LOC_Os07g34940","aspartic proteinase nepenthesin-1 precursor, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58985180,58985713,"Pavir.2KG461400","","AT3G60080","","RING/U-box superfamily protein","LOC_Os08g36170","cytokinesis negative regulator RCP1, putative, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58994372,58997464,"Pavir.2KG461600","GO:0006468,GO:0004672","AT1G11340","","S-locus lectin protein kinase family protein","LOC_Os07g30510","TKL_IRAK_DUF26-la.3 - DUF26 kinases have homology to DUF26 containing loci, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",58997928,59000237,"Pavir.2KG461700","GO:0006468,GO:0004672","AT4G23180","CRK10,RLK4","cysteine-rich RLK (RECEPTOR-like protein kinase) 10","LOC_Os07g34980","TKL_IRAK_DUF26-lh.9 - DUF26 kinases have homology to DUF26 containing loci, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",59006287,59016382,"Pavir.2KG461800","","","","","","",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",59003107,59015743,"Pavir.2KG461900","GO:0006468,GO:0004672","AT4G23310","CRK23","cysteine-rich RLK (RECEPTOR-like protein kinase) 23","LOC_Os07g34980","TKL_IRAK_DUF26-lh.9 - DUF26 kinases have homology to DUF26 containing loci, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",59032521,59038379,"Pavir.2KG462000","GO:0006468,GO:0004672","AT4G23310","CRK23","cysteine-rich RLK (RECEPTOR-like protein kinase) 23","LOC_Os07g35004","TKL_IRAK_DUF26-la.4 - DUF26 kinases have homology to DUF26 containing loci, expressed",NA
"Chr02K","2K@74.02",56436103,63664705,"PRM","Chr02K","phytozomev13","gene",59063453,59063890,"Pavir.2KG462100","","AT4G35920","MCA1","PLAC8 family protein","LOC_Os03g06120","PLAC8 family protein, expressed","OsMCA1|PAD "
