CHR,region_start,region_end,width,region_strand,Annotation,QUERYID,TXID,Gene ID,log10BF_All,POS,marker.ID,CHRN,NumSigCond_All,gene_start,gene_end,gene_width,gene_strand,pacId,transcriptName,peptideName,Pfam,Panther Categories,KOG,ec,KO,GO,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice homolog,Rice gene name,Rice gene annotation,d2_start,d2_end,distance from gene
Chr03K,3824497,3844497,20001,-,spliceSite,518,36413,Pavir.3KG054300,2.859854555772625,3834497,Chr03K_3834497,5,8,3828870,3835434,6565,-,41615894,Pavir.3KG054300.1,Pavir.3KG054300.1.p,"PF07714,PF13855","PTHR27000,PTHR27000:SF14",KOG1187,2.7.10.1,NA,"GO:0006468,GO:0004672,GO:0005515",AT1G34420.1,NA,leucine-rich repeat transmembrane protein kinase family protein,LOC_Os12g08180.1,NA,"receptor-like protein kinase 2 precursor, putative, expressed",5627,-937,937
Chr03K,3824497,3844497,20001,-,spliceSite,518,36414,Pavir.3KG054300,2.859854555772625,3834497,Chr03K_3834497,5,8,3828870,3835434,6565,-,41615894,Pavir.3KG054300.1,Pavir.3KG054300.1.p,"PF07714,PF13855","PTHR27000,PTHR27000:SF14",KOG1187,2.7.10.1,NA,"GO:0006468,GO:0004672,GO:0005515",AT1G34420.1,NA,leucine-rich repeat transmembrane protein kinase family protein,LOC_Os12g08180.1,NA,"receptor-like protein kinase 2 precursor, putative, expressed",5627,-937,937
Chr03K,3824497,3844497,20001,-,spliceSite,518,36415,Pavir.3KG054300,2.859854555772625,3834497,Chr03K_3834497,5,8,3828870,3835434,6565,-,41615894,Pavir.3KG054300.1,Pavir.3KG054300.1.p,"PF07714,PF13855","PTHR27000,PTHR27000:SF14",KOG1187,2.7.10.1,NA,"GO:0006468,GO:0004672,GO:0005515",AT1G34420.1,NA,leucine-rich repeat transmembrane protein kinase family protein,LOC_Os12g08180.1,NA,"receptor-like protein kinase 2 precursor, putative, expressed",5627,-937,937
Chr03K,3824497,3844497,20001,-,spliceSite,518,36416,Pavir.3KG054400,2.859854555772625,3834497,Chr03K_3834497,5,8,3837873,3838879,1007,-,41611062,Pavir.3KG054400.1,Pavir.3KG054400.1.p,PF04756,PTHR13160,KOG3356,NA,NA,NA,AT2G19340.2,NA,Oligosaccharyltransferase complex/magnesium transporter family protein,LOC_Os02g21080.1,NA,"AGAP008475-PA, putative, expressed",-3376,-4382,3376
Chr03K,4041774,4061774,20001,-,spliceSite,519,32127,Pavir.3KG058200,2.1428266145073924,4051774,Chr03K_4051774,5,9,4059338,4063851,4514,+,41610016,Pavir.3KG058200.1,Pavir.3KG058200.1.p,PF13768,"PTHR10579,PTHR10579:SF51",NA,NA,NA,NA,AT3G54780.1,NA,Zinc finger (C3HC4-type RING finger) family protein,LOC_Os11g43040.1,NA,"retrotransposon protein, putative, unclassified, expressed",-7564,-12077,7564
Chr03K,4041774,4061774,20001,-,spliceSite,519,32128,Pavir.3KG058200,2.1428266145073924,4051774,Chr03K_4051774,5,9,4059338,4063851,4514,+,41610016,Pavir.3KG058200.1,Pavir.3KG058200.1.p,PF13768,"PTHR10579,PTHR10579:SF51",NA,NA,NA,NA,AT3G54780.1,NA,Zinc finger (C3HC4-type RING finger) family protein,LOC_Os11g43040.1,NA,"retrotransposon protein, putative, unclassified, expressed",-7564,-12077,7564
Chr03K,4041774,4061774,20001,-,spliceSite,519,36438,Pavir.3KG058000,2.1428266145073924,4051774,Chr03K_4051774,5,9,4045797,4047732,1936,-,41608895,Pavir.3KG058000.1,Pavir.3KG058000.1.p,"PF14624,PF13519","PTHR10579,PTHR10579:SF48",NA,NA,NA,NA,AT5G60710.1,NA,Zinc finger (C3HC4-type RING finger) family protein,LOC_Os12g24390.1,NA,"retrotransposon protein, putative, unclassified, expressed",5977,4042,4042
Chr03K,4041774,4061774,20001,-,spliceSite,519,36439,Pavir.3KG058100,2.1428266145073924,4051774,Chr03K_4051774,5,9,4054328,4056297,1970,-,41611526,Pavir.3KG058100.1,Pavir.3KG058100.1.p,"PF14624,PF00092","PTHR10579,PTHR10579:SF48",NA,NA,NA,NA,AT5G60710.1,NA,Zinc finger (C3HC4-type RING finger) family protein,LOC_Os12g24390.1,NA,"retrotransposon protein, putative, unclassified, expressed",-2554,-4523,2554
Chr03K,4536103,4556103,20001,-,spliceSite,520,32171,Pavir.3KG063908,2.1665183387421822,4546103,Chr03K_4546103,5,9,4555670,4556396,727,+,41612120,Pavir.3KG063908.1,Pavir.3KG063908.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9567,-10293,9567
Chr03K,4536103,4556103,20001,-,spliceSite,520,36500,Pavir.3KG063827,2.1665183387421822,4546103,Chr03K_4546103,5,9,4550225,4554768,4544,-,41615821,Pavir.3KG063827.1,Pavir.3KG063827.1.p,"PF00628,PF12165","PTHR12321,PTHR12321:SF62",KOG1632,NA,NA,"GO:0005515,GO:0042393,GO:0006355",AT1G14510.1,AL7,alfin-like 7,LOC_Os11g14010.1,NA,"PHD finger protein, putative, expressed",-4122,-8665,4122
Chr03K,4536103,4556103,20001,-,spliceSite,520,36501,Pavir.3KG063827,2.1665183387421822,4546103,Chr03K_4546103,5,9,4550225,4554768,4544,-,41615821,Pavir.3KG063827.1,Pavir.3KG063827.1.p,"PF00628,PF12165","PTHR12321,PTHR12321:SF62",KOG1632,NA,NA,"GO:0005515,GO:0042393,GO:0006355",AT1G14510.1,AL7,alfin-like 7,LOC_Os11g14010.1,NA,"PHD finger protein, putative, expressed",-4122,-8665,4122
Chr03K,4536103,4556103,20001,-,spliceSite,520,36502,Pavir.3KG063827,2.1665183387421822,4546103,Chr03K_4546103,5,9,4550225,4554768,4544,-,41615821,Pavir.3KG063827.1,Pavir.3KG063827.1.p,"PF00628,PF12165","PTHR12321,PTHR12321:SF62",KOG1632,NA,NA,"GO:0005515,GO:0042393,GO:0006355",AT1G14510.1,AL7,alfin-like 7,LOC_Os11g14010.1,NA,"PHD finger protein, putative, expressed",-4122,-8665,4122
Chr03K,4597130,4617130,20001,-,spliceSite,521,32174,Pavir.3KG064027,2.3457181075048177,4607130,Chr03K_4607130,5,9,4614529,4615931,1403,+,41610456,Pavir.3KG064027.1,Pavir.3KG064027.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7399,-8801,7399
Chr03K,4717093,4737093,20001,-,spliceSite,522,36518,Pavir.3KG065300,2.968154840701006,4727093,Chr03K_4727093,5,6,4715268,4717436,2169,-,41616580,Pavir.3KG065300.1,Pavir.3KG065300.1.p,PF03016,"PTHR11062,PTHR11062:SF74",KOG1021,NA,NA,NA,AT2G29040.1,NA,Exostosin family protein,LOC_Os12g12290.1,NA,"exostosin family domain containing protein, expressed",11825,9657,9657
Chr03K,4717093,4737093,20001,-,spliceSite,522,36519,Pavir.3KG065400,2.968154840701006,4727093,Chr03K_4727093,5,6,4719271,4724155,4885,-,41616902,Pavir.3KG065400.1,Pavir.3KG065400.1.p,NA,"PTHR22884,PTHR22884:SF340",NA,2.1.1.43,NA,NA,AT5G55390.1,EDM2,ENHANCED DOWNY MILDEW 2,LOC_Os12g12300.1,NA,"EDM2, putative, expressed",7822,2938,2938
Chr03K,4717093,4737093,20001,-,spliceSite,522,36520,Pavir.3KG065500,2.968154840701006,4727093,Chr03K_4727093,5,6,4724666,4727136,2471,-,41615149,Pavir.3KG065500.2,Pavir.3KG065500.2.p,NA,"PTHR22884,PTHR22884:SF340",NA,2.1.1.43,NA,NA,AT5G55390.2,EDM2,ENHANCED DOWNY MILDEW 2,LOC_Os12g12300.1,NA,"EDM2, putative, expressed",2427,-43,43
Chr03K,4717093,4737093,20001,-,spliceSite,522,36521,Pavir.3KG065600,2.968154840701006,4727093,Chr03K_4727093,5,6,4727580,4729504,1925,-,41615396,Pavir.3KG065600.1,Pavir.3KG065600.1.p,PF01419,"PTHR23244,PTHR23244:SF321",NA,NA,NA,NA,AT1G19715.1,NA,Mannose-binding lectin superfamily protein,LOC_Os04g30040.2,NA,"jacalin-like lectin domain containing protein, expressed",-487,-2411,487
Chr03K,4717093,4737093,20001,-,spliceSite,522,36522,Pavir.3KG065700,2.968154840701006,4727093,Chr03K_4727093,5,6,4729552,4730230,679,-,41616915,Pavir.3KG065700.1,Pavir.3KG065700.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os12g12720.1,NA,"jasmonate-induced protein, putative, expressed",-2459,-3137,2459
Chr03K,4891514,4911514,20001,-,spliceSite,523,32198,Pavir.3KG067900,2.603295246813606,4901514,Chr03K_4901514,5,7,4890593,4893661,3069,+,41610385,Pavir.3KG067900.1,Pavir.3KG067900.1.p,PF00854,"PTHR11654,PTHR11654:SF21",KOG1237,NA,NA,"GO:0016020,GO:0006810,GO:0005215",AT1G59740.1,NA,Major facilitator superfamily protein,LOC_Os12g12934.1,NA,"peptide transporter PTR3-A, putative, expressed",10921,7853,7853
Chr03K,4891514,4911514,20001,-,spliceSite,523,32199,Pavir.3KG068100,2.603295246813606,4901514,Chr03K_4901514,5,7,4897276,4898580,1305,+,41613344,Pavir.3KG068100.1,Pavir.3KG068100.1.p,PF00854,"PTHR11654,PTHR11654:SF21",NA,NA,NA,"GO:0016020,GO:0006810,GO:0005215",AT1G59740.1,NA,Major facilitator superfamily protein,LOC_Os12g12934.1,NA,"peptide transporter PTR3-A, putative, expressed",4238,2934,2934
Chr03K,4891514,4911514,20001,-,spliceSite,523,36543,Pavir.3KG068200,2.603295246813606,4901514,Chr03K_4901514,5,7,4898599,4900936,2338,-,41613285,Pavir.3KG068200.1,Pavir.3KG068200.1.p,NA,"PTHR32212,PTHR32212:SF96",NA,NA,NA,NA,AT3G50710.1,NA,F-box/RNI-like/FBD-like domains-containing protein,LOC_Os01g06360.1,NA,"transposon protein, putative, unclassified, expressed",2915,578,578
Chr03K,5069041,5089041,20001,-,spliceSite,524,32212,Pavir.3KG070400,2.3490735670517404,5079041,Chr03K_5079041,5,7,5063824,5070224,6401,+,41615708,Pavir.3KG070400.1,Pavir.3KG070400.1.p,"PF08263,PF13855,PF00069","PTHR27008,PTHR27008:SF9",KOG1187,"2.7.11.1,2.7.10.2",NA,"GO:0005515,GO:0006468,GO:0005524,GO:0004672",AT1G67510.1,NA,Leucine-rich repeat protein kinase family protein,LOC_Os12g13300.1,NA,expressed protein,15217,8817,8817
Chr03K,5069041,5089041,20001,-,spliceSite,524,32213,Pavir.3KG070500,2.3490735670517404,5079041,Chr03K_5079041,5,7,5071572,5077665,6094,+,41609796,Pavir.3KG070500.1,Pavir.3KG070500.1.p,PF00764,"PTHR11587,PTHR11587:SF2",NA,6.3.4.5,K01940,"GO:0006526,GO:0005524,GO:0004055",AT4G24830.1,NA,arginosuccinate synthase family,LOC_Os12g13320.1,NA,"argininosuccinate synthase, chloroplast precursor, putative, expressed",7469,1376,1376
Chr03K,5069041,5089041,20001,-,spliceSite,524,32214,Pavir.3KG070500,2.3490735670517404,5079041,Chr03K_5079041,5,7,5071572,5077665,6094,+,41609796,Pavir.3KG070500.1,Pavir.3KG070500.1.p,PF00764,"PTHR11587,PTHR11587:SF2",NA,6.3.4.5,K01940,"GO:0006526,GO:0005524,GO:0004055",AT4G24830.1,NA,arginosuccinate synthase family,LOC_Os12g13320.1,NA,"argininosuccinate synthase, chloroplast precursor, putative, expressed",7469,1376,1376
Chr03K,5069041,5089041,20001,-,spliceSite,524,32215,Pavir.3KG070600,2.3490735670517404,5079041,Chr03K_5079041,5,7,5079401,5085523,6123,+,41610818,Pavir.3KG070600.1,Pavir.3KG070600.1.p,"PF13920,PF00097,PF02182",PTHR14140,KOG0823,2.1.1.43,K10638,"GO:0046872,GO:0042393",AT1G57820.1,"ORTH2,VIM1",Zinc finger (C3HC4-type RING finger) family protein,LOC_Os05g01230.1,NA,"zinc finger, C3HC4 type domain containing protein, expressed",-360,-6482,360
Chr03K,5069041,5089041,20001,-,spliceSite,524,36556,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36557,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36558,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36559,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36560,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36561,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36562,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36563,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36564,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36565,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36566,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36567,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36568,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36569,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36570,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36571,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36572,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36573,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36574,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36575,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5069041,5089041,20001,-,spliceSite,524,36576,Pavir.3KG070700,2.3490735670517404,5079041,Chr03K_5079041,5,7,5088367,5095016,6650,-,41614198,Pavir.3KG070700.1,Pavir.3KG070700.1.p,PF10358,"PTHR31344,PTHR31344:SF1",NA,NA,NA,NA,AT5G43230.1,NA,NA,LOC_Os12g13340.1,NA,expressed protein,-9326,-15975,9326
Chr03K,5154170,5174170,20001,-,spliceSite,525,32225,Pavir.3KG071800,2.0317358416823534,5164170,Chr03K_5164170,5,9,5160744,5162074,1331,+,41610182,Pavir.3KG071800.1,Pavir.3KG071800.1.p,PF00085,"PTHR10438,PTHR10438:SF243",KOG0907,1.6.5.4,NA,"GO:0045454,GO:0015035,GO:0006662",AT1G19730.1,"ATH4,ATTRX4",Thioredoxin superfamily protein,LOC_Os09g38670.2,NA,"thioredoxin, putative, expressed",3426,2096,2096
Chr03K,5154170,5174170,20001,-,spliceSite,525,32226,Pavir.3KG071800,2.0317358416823534,5164170,Chr03K_5164170,5,9,5160744,5162074,1331,+,41610182,Pavir.3KG071800.1,Pavir.3KG071800.1.p,PF00085,"PTHR10438,PTHR10438:SF243",KOG0907,1.6.5.4,NA,"GO:0045454,GO:0015035,GO:0006662",AT1G19730.1,"ATH4,ATTRX4",Thioredoxin superfamily protein,LOC_Os09g38670.2,NA,"thioredoxin, putative, expressed",3426,2096,2096
Chr03K,5154170,5174170,20001,-,spliceSite,525,32227,Pavir.3KG071800,2.0317358416823534,5164170,Chr03K_5164170,5,9,5160744,5162074,1331,+,41610182,Pavir.3KG071800.1,Pavir.3KG071800.1.p,PF00085,"PTHR10438,PTHR10438:SF243",KOG0907,1.6.5.4,NA,"GO:0045454,GO:0015035,GO:0006662",AT1G19730.1,"ATH4,ATTRX4",Thioredoxin superfamily protein,LOC_Os09g38670.2,NA,"thioredoxin, putative, expressed",3426,2096,2096
Chr03K,5154170,5174170,20001,-,spliceSite,525,36578,Pavir.3KG071627,2.0317358416823534,5164170,Chr03K_5164170,5,9,5154682,5157438,2757,-,41614094,Pavir.3KG071627.1,Pavir.3KG071627.1.p,"PF00954,PF01453,PF00069","PTHR27002,PTHR27002:SF56",KOG1187,2.7.11.1,NA,"GO:0048544,GO:0006468,GO:0005524,GO:0004672",AT2G19130.1,NA,S-locus lectin protein kinase family protein,LOC_Os11g03880.1,NA,"D-mannose binding lectin family protein, expressed",9488,6732,6732
Chr03K,5154170,5174170,20001,-,spliceSite,525,36579,Pavir.3KG071654,2.0317358416823534,5164170,Chr03K_5164170,5,9,5159266,5159782,517,-,41616143,Pavir.3KG071654.1,Pavir.3KG071654.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4904,4388,4388
Chr03K,5154170,5174170,20001,-,spliceSite,525,36580,Pavir.3KG071900,2.0317358416823534,5164170,Chr03K_5164170,5,9,5164190,5167163,2974,-,41610328,Pavir.3KG071900.1,Pavir.3KG071900.1.p,"PF04578,PF13968","PTHR31325,PTHR31325:SF39",NA,NA,NA,NA,AT5G45540.1,NA,Protein of unknown function (DUF594),LOC_Os09g38930.1,NA,expressed protein,-20,-2993,20
Chr03K,5154170,5174170,20001,-,spliceSite,525,36581,Pavir.3KG072000,2.0317358416823534,5164170,Chr03K_5164170,5,9,5168668,5178962,10295,-,41609510,Pavir.3KG072000.1,Pavir.3KG072000.1.p,PF07393,"PTHR12100,PTHR12100:SF0",KOG3745,NA,NA,"GO:0048278,GO:0006887,GO:0005737",AT5G12370.1,SEC10,exocyst complex component sec10,LOC_Os12g13590.1,NA,"exocyst complex component 5, putative, expressed",-4498,-14792,4498
Chr03K,5154170,5174170,20001,-,spliceSite,525,36582,Pavir.3KG072000,2.0317358416823534,5164170,Chr03K_5164170,5,9,5168668,5178962,10295,-,41609510,Pavir.3KG072000.1,Pavir.3KG072000.1.p,PF07393,"PTHR12100,PTHR12100:SF0",KOG3745,NA,NA,"GO:0048278,GO:0006887,GO:0005737",AT5G12370.1,SEC10,exocyst complex component sec10,LOC_Os12g13590.1,NA,"exocyst complex component 5, putative, expressed",-4498,-14792,4498
Chr03K,5154170,5174170,20001,-,spliceSite,525,36583,Pavir.3KG072000,2.0317358416823534,5164170,Chr03K_5164170,5,9,5168668,5178962,10295,-,41609510,Pavir.3KG072000.1,Pavir.3KG072000.1.p,PF07393,"PTHR12100,PTHR12100:SF0",KOG3745,NA,NA,"GO:0048278,GO:0006887,GO:0005737",AT5G12370.1,SEC10,exocyst complex component sec10,LOC_Os12g13590.1,NA,"exocyst complex component 5, putative, expressed",-4498,-14792,4498
Chr03K,5154170,5174170,20001,-,spliceSite,525,36584,Pavir.3KG072000,2.0317358416823534,5164170,Chr03K_5164170,5,9,5168668,5178962,10295,-,41609510,Pavir.3KG072000.1,Pavir.3KG072000.1.p,PF07393,"PTHR12100,PTHR12100:SF0",KOG3745,NA,NA,"GO:0048278,GO:0006887,GO:0005737",AT5G12370.1,SEC10,exocyst complex component sec10,LOC_Os12g13590.1,NA,"exocyst complex component 5, putative, expressed",-4498,-14792,4498
Chr03K,5154170,5174170,20001,-,spliceSite,525,36585,Pavir.3KG072000,2.0317358416823534,5164170,Chr03K_5164170,5,9,5168668,5178962,10295,-,41609510,Pavir.3KG072000.1,Pavir.3KG072000.1.p,PF07393,"PTHR12100,PTHR12100:SF0",KOG3745,NA,NA,"GO:0048278,GO:0006887,GO:0005737",AT5G12370.1,SEC10,exocyst complex component sec10,LOC_Os12g13590.1,NA,"exocyst complex component 5, putative, expressed",-4498,-14792,4498
Chr03K,5154170,5174170,20001,-,spliceSite,525,36586,Pavir.3KG072000,2.0317358416823534,5164170,Chr03K_5164170,5,9,5168668,5178962,10295,-,41609510,Pavir.3KG072000.1,Pavir.3KG072000.1.p,PF07393,"PTHR12100,PTHR12100:SF0",KOG3745,NA,NA,"GO:0048278,GO:0006887,GO:0005737",AT5G12370.1,SEC10,exocyst complex component sec10,LOC_Os12g13590.1,NA,"exocyst complex component 5, putative, expressed",-4498,-14792,4498
Chr03K,5154170,5174170,20001,-,spliceSite,525,36587,Pavir.3KG072000,2.0317358416823534,5164170,Chr03K_5164170,5,9,5168668,5178962,10295,-,41609510,Pavir.3KG072000.1,Pavir.3KG072000.1.p,PF07393,"PTHR12100,PTHR12100:SF0",KOG3745,NA,NA,"GO:0048278,GO:0006887,GO:0005737",AT5G12370.1,SEC10,exocyst complex component sec10,LOC_Os12g13590.1,NA,"exocyst complex component 5, putative, expressed",-4498,-14792,4498
Chr03K,5154170,5174170,20001,-,spliceSite,525,36588,Pavir.3KG072000,2.0317358416823534,5164170,Chr03K_5164170,5,9,5168668,5178962,10295,-,41609510,Pavir.3KG072000.1,Pavir.3KG072000.1.p,PF07393,"PTHR12100,PTHR12100:SF0",KOG3745,NA,NA,"GO:0048278,GO:0006887,GO:0005737",AT5G12370.1,SEC10,exocyst complex component sec10,LOC_Os12g13590.1,NA,"exocyst complex component 5, putative, expressed",-4498,-14792,4498
Chr03K,5154170,5174170,20001,-,spliceSite,525,36589,Pavir.3KG072000,2.0317358416823534,5164170,Chr03K_5164170,5,9,5168668,5178962,10295,-,41609510,Pavir.3KG072000.1,Pavir.3KG072000.1.p,PF07393,"PTHR12100,PTHR12100:SF0",KOG3745,NA,NA,"GO:0048278,GO:0006887,GO:0005737",AT5G12370.1,SEC10,exocyst complex component sec10,LOC_Os12g13590.1,NA,"exocyst complex component 5, putative, expressed",-4498,-14792,4498
Chr03K,5154170,5174170,20001,-,spliceSite,525,36590,Pavir.3KG072000,2.0317358416823534,5164170,Chr03K_5164170,5,9,5168668,5178962,10295,-,41609510,Pavir.3KG072000.1,Pavir.3KG072000.1.p,PF07393,"PTHR12100,PTHR12100:SF0",KOG3745,NA,NA,"GO:0048278,GO:0006887,GO:0005737",AT5G12370.1,SEC10,exocyst complex component sec10,LOC_Os12g13590.1,NA,"exocyst complex component 5, putative, expressed",-4498,-14792,4498
